"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SCL,"2/13/2025 3 a.m. PST",1234,1247,299,-935
SCL,"2/13/2025 4 a.m. PST",1248,1260,213,-1035
SCL,"2/13/2025 5 a.m. PST",1299,1300,216,-1083
SCL,"2/13/2025 6 a.m. PST",1401,1402,548,-853
SCL,"2/13/2025 7 a.m. PST",1558,1549,716,-842
SCL,"2/13/2025 8 a.m. PST",1673,1664,719,-954
SCL,"2/13/2025 9 a.m. PST",1670,1686,717,-953
SCL,"2/13/2025 10 a.m. PST",1639,1663,796,-843
SCL,"2/13/2025 11 a.m. PST",1609,1627,583,-1026
SCL,"2/13/2025 12 p.m. PST",1586,1595,545,-1041
SCL,"2/13/2025 1 p.m. PST",1577,1564,546,-1031
SCL,"2/13/2025 2 p.m. PST",1582,1537,538,-1044
SCL,"2/13/2025 3 p.m. PST",1576,1521,452,-1124
SCL,"2/13/2025 4 p.m. PST",1590,1532,520,-1070
SCL,"2/13/2025 5 p.m. PST",1613,1570,750,-863
SCL,"2/13/2025 6 p.m. PST",1656,1625,814,-842
SCL,"2/13/2025 7 p.m. PST",1657,1627,820,-837
SCL,"2/13/2025 8 p.m. PST",1617,1592,648,-969
SCL,"2/13/2025 9 p.m. PST",1573,1546,548,-1025
SCL,"2/13/2025 10 p.m. PST",1481,1477,481,-1000
SCL,"2/13/2025 11 p.m. PST",1380,1376,477,-903
SCL,"2/14/2025 12 a.m. PST",1286,1290,288,-998
SCL,"2/14/2025 1 a.m. PST",1229,1251,295,-934
SCL,"2/14/2025 2 a.m. PST",1188,1217,295,-893
SCL,"2/14/2025 3 a.m. PST",1169,1207,211,-958
SCL,"2/14/2025 4 a.m. PST",1180,1215,210,-970
SCL,"2/14/2025 5 a.m. PST",1225,1254,302,-923
SCL,"2/14/2025 6 a.m. PST",1321,1352,535,-786
SCL,"2/14/2025 7 a.m. PST",1459,1493,543,-916
SCL,"2/14/2025 8 a.m. PST",1571,1606,643,-928
SCL,"2/14/2025 9 a.m. PST",1613,1640,641,-972
SCL,"2/14/2025 10 a.m. PST",1645,1627,557,-1088
SCL,"2/14/2025 11 a.m. PST",1619,1596,468,-1151
SCL,"2/14/2025 12 p.m. PST",1605,1560,460,-1145
SCL,"2/14/2025 1 p.m. PST",1597,1529,465,-1132
SCL,"2/14/2025 2 p.m. PST",1561,1505,458,-1103
SCL,"2/14/2025 3 p.m. PST",1536,1483,349,-1187
SCL,"2/14/2025 4 p.m. PST",1537,1469,346,-1191
SCL,"2/14/2025 5 p.m. PST",1534,1484,564,-970
SCL,"2/14/2025 6 p.m. PST",1590,1532,654,-936
SCL,"2/14/2025 7 p.m. PST",1576,1530,681,-895
SCL,"2/14/2025 8 p.m. PST",1514,1498,597,-917
SCL,"2/14/2025 9 p.m. PST",1423,1454,496,-927
SCL,"2/14/2025 10 p.m. PST",1388,1397,498,-890
SCL,"2/14/2025 11 p.m. PST",1328,1332,318,-1010
SCL,"2/15/2025 12 a.m. PST",1255,1257,315,-940
SCL,"2/15/2025 1 a.m. PST",1176,1172,321,-855
SCL,"2/15/2025 2 a.m. PST",1141,1130,299,-842
SCL,"2/15/2025 3 a.m. PST",1132,1110,299,-833
SCL,"2/15/2025 4 a.m. PST",1113,1106,297,-816
SCL,"2/15/2025 5 a.m. PST",1124,1123,300,-824
SCL,"2/15/2025 6 a.m. PST",1166,1169,366,-800
SCL,"2/15/2025 7 a.m. PST",1223,1240,465,-758
SCL,"2/15/2025 8 a.m. PST",1292,1316,477,-815
SCL,"2/15/2025 9 a.m. PST",1352,1382,532,-820
SCL,"2/15/2025 10 a.m. PST",1396,1418,481,-915
SCL,"2/15/2025 11 a.m. PST",1399,1420,425,-974
SCL,"2/15/2025 12 p.m. PST",1411,1401,326,-1085
SCL,"2/15/2025 1 p.m. PST",1394,1386,316,-1078
SCL,"2/15/2025 2 p.m. PST",1382,1352,341,-1041
SCL,"2/15/2025 3 p.m. PST",1379,1348,372,-1007
SCL,"2/15/2025 4 p.m. PST",1386,1349,409,-977
SCL,"2/15/2025 5 p.m. PST",1387,1372,803,-584
SCL,"2/15/2025 6 p.m. PST",1414,1423,880,-534
SCL,"2/15/2025 7 p.m. PST",1417,1449,736,-681
SCL,"2/15/2025 8 p.m. PST",1410,1424,682,-728
SCL,"2/15/2025 9 p.m. PST",1360,1387,627,-733
SCL,"2/15/2025 10 p.m. PST",1327,1329,473,-854
SCL,"2/15/2025 11 p.m. PST",1256,1267,466,-790
SCL,"2/16/2025 12 a.m. PST",1201,1198,458,-743
SCL,"2/16/2025 1 a.m. PST",1152,1120,418,-734
SCL,"2/16/2025 2 a.m. PST",1111,1080,325,-786
SCL,"2/16/2025 3 a.m. PST",1094,1061,337,-757
SCL,"2/16/2025 4 a.m. PST",1085,1054,337,-748
SCL,"2/16/2025 5 a.m. PST",1085,1058,346,-739
SCL,"2/16/2025 6 a.m. PST",1115,1086,442,-673
SCL,"2/16/2025 7 a.m. PST",1172,1138,497,-675
SCL,"2/16/2025 8 a.m. PST",1219,1186,524,-695
SCL,"2/16/2025 9 a.m. PST",1253,1241,539,-714
SCL,"2/16/2025 10 a.m. PST",1313,1285,494,-819
SCL,"2/16/2025 11 a.m. PST",1339,1300,407,-932
SCL,"2/16/2025 12 p.m. PST",1332,1291,410,-922
SCL,"2/16/2025 1 p.m. PST",1323,1286,427,-896
SCL,"2/16/2025 2 p.m. PST",1288,1274,425,-863
SCL,"2/16/2025 3 p.m. PST",1259,1263,463,-796
SCL,"2/16/2025 4 p.m. PST",1271,1264,605,-666
SCL,"2/16/2025 5 p.m. PST",1301,1292,845,-456
SCL,"2/16/2025 6 p.m. PST",1341,1351,829,-512
SCL,"2/16/2025 7 p.m. PST",1361,1386,810,-551
SCL,"2/16/2025 8 p.m. PST",1345,1371,795,-550
SCL,"2/16/2025 9 p.m. PST",1309,1342,593,-716
SCL,"2/16/2025 10 p.m. PST",1245,1288,541,-704
SCL,"2/16/2025 11 p.m. PST",1182,1208,559,-623
SCL,"2/17/2025 12 a.m. PST",1132,1127,464,-668
SCL,"2/17/2025 1 a.m. PST",1081,1034,403,-678
SCL,"2/17/2025 2 a.m. PST",1056,1010,334,-722
SCL,"2/17/2025 3 a.m. PST",1044,998,326,-718
SCL,"2/17/2025 4 a.m. PST",1047,1005,308,-739
SCL,"2/17/2025 5 a.m. PST",1088,1042,398,-690
SCL,"2/17/2025 6 a.m. PST",1168,1114,442,-726
SCL,"2/17/2025 7 a.m. PST",1261,1215,511,-750
SCL,"2/17/2025 8 a.m. PST",1327,1280,575,-752
SCL,"2/17/2025 9 a.m. PST",1368,1322,446,-922
SCL,"2/17/2025 10 a.m. PST",1398,1348,428,-970
SCL,"2/17/2025 11 a.m. PST",1408,1364,393,-1015
SCL,"2/17/2025 12 p.m. PST",1404,1373,395,-1009
SCL,"2/17/2025 1 p.m. PST",1386,1378,395,-991
SCL,"2/17/2025 2 p.m. PST",1358,1360,391,-967
SCL,"2/17/2025 3 p.m. PST",1345,1335,400,-945
SCL,"2/17/2025 4 p.m. PST",1353,1337,558,-795
SCL,"2/17/2025 5 p.m. PST",1367,1348,680,-687
SCL,"2/17/2025 6 p.m. PST",1403,1386,659,-744
SCL,"2/17/2025 7 p.m. PST",1407,1380,651,-756
SCL,"2/17/2025 8 p.m. PST",1375,1350,647,-728
SCL,"2/17/2025 9 p.m. PST",1326,1307,653,-673
SCL,"2/17/2025 10 p.m. PST",1261,1244,601,-660
SCL,"2/17/2025 11 p.m. PST",1185,1160,427,-758
SCL,"2/18/2025 12 a.m. PST",1112,1078,428,-684
SCL,"2/18/2025 1 a.m. PST",1062,1025,343,-719
SCL,"2/18/2025 2 a.m. PST",1026,987,326,-700
SCL,"2/18/2025 3 a.m. PST",1008,972,326,-682
SCL,"2/18/2025 4 a.m. PST",1020,977,328,-692
SCL,"2/18/2025 5 a.m. PST",1055,1016,338,-717
SCL,"2/18/2025 6 a.m. PST",1150,1110,544,-606
SCL,"2/18/2025 7 a.m. PST",1278,1248,757,-521
SCL,"2/18/2025 8 a.m. PST",1361,1350,676,-685
SCL,"2/18/2025 9 a.m. PST",1389,1373,770,-619
SCL,"2/18/2025 10 a.m. PST",1379,1353,737,-642
SCL,"2/18/2025 11 a.m. PST",1352,1328,651,-701
SCL,"2/18/2025 12 p.m. PST",1295,1304,596,-699
SCL,"2/18/2025 1 p.m. PST",1288,1281,601,-687
SCL,"2/18/2025 2 p.m. PST",1273,1256,573,-700
SCL,"2/18/2025 3 p.m. PST",1246,1232,582,-664
