"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SCL,"1/11/2024 4 a.m. PST",1079,1086,217,-862
SCL,"1/11/2024 5 a.m. PST",1117,1130,218,-899
SCL,"1/11/2024 6 a.m. PST",1231,1236,292,-939
SCL,"1/11/2024 7 a.m. PST",1383,1383,401,-982
SCL,"1/11/2024 8 a.m. PST",1503,1509,501,-1002
SCL,"1/11/2024 9 a.m. PST",1527,1545,502,-1025
SCL,"1/11/2024 10 a.m. PST",1525,1539,490,-1035
SCL,"1/11/2024 11 a.m. PST",1507,1522,484,-1023
SCL,"1/11/2024 12 p.m. PST",1454,1506,495,-959
SCL,"1/11/2024 1 p.m. PST",1409,1494,490,-919
SCL,"1/11/2024 2 p.m. PST",1379,1476,425,-954
SCL,"1/11/2024 3 p.m. PST",1371,1477,445,-926
SCL,"1/11/2024 4 p.m. PST",1421,1493,515,-906
SCL,"1/11/2024 5 p.m. PST",1530,1548,573,-957
SCL,"1/11/2024 6 p.m. PST",1621,1612,624,-997
SCL,"1/11/2024 7 p.m. PST",1622,1592,659,-963
SCL,"1/11/2024 8 p.m. PST",1609,1550,621,-988
SCL,"1/11/2024 9 p.m. PST",1586,1497,518,-1068
SCL,"1/11/2024 10 p.m. PST",1521,1422,477,-1044
SCL,"1/11/2024 11 p.m. PST",1449,1329,477,-972
SCL,"1/12/2024 12 a.m. PST",1367,1244,445,-922
SCL,"1/12/2024 1 a.m. PST",1310,1315,393,-917
SCL,"1/12/2024 2 a.m. PST",1294,1290,446,-848
SCL,"1/12/2024 3 a.m. PST",1289,1283,417,-872
SCL,"1/12/2024 4 a.m. PST",1320,1293,406,-914
SCL,"1/12/2024 5 a.m. PST",1391,1333,535,-856
SCL,"1/12/2024 6 a.m. PST",1489,1423,510,-979
SCL,"1/12/2024 7 a.m. PST",1619,1555,664,-955
SCL,"1/12/2024 8 a.m. PST",1778,1679,644,-1134
SCL,"1/12/2024 9 a.m. PST",1857,1724,574,-1283
SCL,"1/12/2024 10 a.m. PST",1892,1739,516,-1376
SCL,"1/12/2024 11 a.m. PST",1914,1747,672,-1242
SCL,"1/12/2024 12 p.m. PST",1913,1768,541,-1372
SCL,"1/12/2024 1 p.m. PST",1924,1790,506,-1418
SCL,"1/12/2024 2 p.m. PST",1918,1768,559,-1359
SCL,"1/12/2024 3 p.m. PST",1899,1757,640,-1259
SCL,"1/12/2024 4 p.m. PST",1881,1762,779,-1102
SCL,"1/12/2024 5 p.m. PST",1964,1796,981,-983
SCL,"1/12/2024 6 p.m. PST",2027,1829,1195,-832
SCL,"1/12/2024 7 p.m. PST",1996,1790,1157,-839
SCL,"1/12/2024 8 p.m. PST",1956,1719,1020,-936
SCL,"1/12/2024 9 p.m. PST",1914,1657,995,-919
SCL,"1/12/2024 10 p.m. PST",1840,1607,895,-945
SCL,"1/12/2024 11 p.m. PST",1773,1546,858,-915
SCL,"1/13/2024 12 a.m. PST",1693,1371,699,-994
SCL,"1/13/2024 1 a.m. PST",1630,1539,508,-1122
SCL,"1/13/2024 2 a.m. PST",1598,1478,376,-1222
SCL,"1/13/2024 3 a.m. PST",1592,1443,373,-1219
SCL,"1/13/2024 4 a.m. PST",1577,1433,400,-1177
SCL,"1/13/2024 5 a.m. PST",1609,1449,424,-1185
SCL,"1/13/2024 6 a.m. PST",1632,1484,573,-1059
SCL,"1/13/2024 7 a.m. PST",1676,1556,579,-1097
SCL,"1/13/2024 8 a.m. PST",1777,1642,693,-1084
SCL,"1/13/2024 9 a.m. PST",1846,1707,848,-998
SCL,"1/13/2024 10 a.m. PST",1896,1757,934,-962
SCL,"1/13/2024 11 a.m. PST",1918,1775,1029,-889
SCL,"1/13/2024 12 p.m. PST",1929,1773,1015,-914
SCL,"1/13/2024 1 p.m. PST",1901,1760,854,-1047
SCL,"1/13/2024 2 p.m. PST",1890,1716,832,-1058
SCL,"1/13/2024 3 p.m. PST",1879,1717,763,-1116
SCL,"1/13/2024 4 p.m. PST",1890,1665,789,-1101
SCL,"1/13/2024 5 p.m. PST",1913,1712,966,-947
SCL,"1/13/2024 6 p.m. PST",1959,1781,1044,-915
SCL,"1/13/2024 7 p.m. PST",1915,1842,1039,-876
SCL,"1/13/2024 8 p.m. PST",1911,1742,945,-966
SCL,"1/13/2024 9 p.m. PST",1873,1651,744,-1129
SCL,"1/13/2024 10 p.m. PST",1831,1582,629,-1202
SCL,"1/13/2024 11 p.m. PST",1757,1478,660,-1097
SCL,"1/14/2024 12 a.m. PST",1673,1402,522,-1151
SCL,"1/14/2024 1 a.m. PST",1611,1537,664,-947
SCL,"1/14/2024 2 a.m. PST",1578,1480,585,-993
SCL,"1/14/2024 3 a.m. PST",1552,1447,592,-960
SCL,"1/14/2024 4 a.m. PST",1571,1433,647,-924
SCL,"1/14/2024 5 a.m. PST",1576,1427,658,-918
SCL,"1/14/2024 6 a.m. PST",1601,1452,616,-985
SCL,"1/14/2024 7 a.m. PST",1650,1497,706,-944
SCL,"1/14/2024 8 a.m. PST",1718,1529,900,-818
SCL,"1/14/2024 9 a.m. PST",1769,1569,788,-981
SCL,"1/14/2024 10 a.m. PST",1792,1584,804,-988
SCL,"1/14/2024 11 a.m. PST",1782,1596,823,-959
SCL,"1/14/2024 12 p.m. PST",1759,1600,642,-1117
SCL,"1/14/2024 1 p.m. PST",1732,1564,554,-1178
SCL,"1/14/2024 2 p.m. PST",1713,1533,487,-1226
SCL,"1/14/2024 3 p.m. PST",1684,1502,498,-1186
SCL,"1/14/2024 4 p.m. PST",1650,1513,494,-1156
SCL,"1/14/2024 5 p.m. PST",1725,1561,860,-865
SCL,"1/14/2024 6 p.m. PST",1829,1658,1071,-758
SCL,"1/14/2024 7 p.m. PST",1793,1678,1078,-715
SCL,"1/14/2024 8 p.m. PST",1812,1674,814,-998
SCL,"1/14/2024 9 p.m. PST",1780,1644,771,-1009
SCL,"1/14/2024 10 p.m. PST",1717,1571,734,-983
SCL,"1/14/2024 11 p.m. PST",1654,1492,654,-1000
SCL,"1/15/2024 12 a.m. PST",1543,1412,619,-924
SCL,"1/15/2024 1 a.m. PST",1505,1471,556,-949
SCL,"1/15/2024 2 a.m. PST",1456,1435,485,-971
SCL,"1/15/2024 3 a.m. PST",1481,1417,475,-1006
SCL,"1/15/2024 4 a.m. PST",1495,1415,488,-1007
SCL,"1/15/2024 5 a.m. PST",1519,1433,532,-987
SCL,"1/15/2024 6 a.m. PST",1605,1503,601,-1004
SCL,"1/15/2024 7 a.m. PST",1688,1591,669,-1019
SCL,"1/15/2024 8 a.m. PST",1776,1654,876,-900
SCL,"1/15/2024 9 a.m. PST",1825,1709,843,-982
SCL,"1/15/2024 10 a.m. PST",1833,1714,897,-936
SCL,"1/15/2024 11 a.m. PST",1813,1697,889,-924
SCL,"1/15/2024 12 p.m. PST",1767,1675,896,-871
SCL,"1/15/2024 1 p.m. PST",1721,1625,799,-922
SCL,"1/15/2024 2 p.m. PST",1687,1589,882,-805
SCL,"1/15/2024 3 p.m. PST",1700,1561,904,-796
SCL,"1/15/2024 4 p.m. PST",1713,1572,910,-803
SCL,"1/15/2024 5 p.m. PST",1747,1634,896,-851
